"USPS label generation is disabled. Enable it in System > Configuration > Shipping Methods > USPS.","USPS label generation is disabled. Enable it in System > Configuration > Shipping Methods > USPS."
"USPS payment authorization failed. Check CRID, MID, and Account Number configuration.","USPS payment authorization failed. Check CRID, MID, and Account Number configuration."
"USPS suggests corrections to your address.","USPS suggests corrections to your address."
"USPS suggests the following corrections to your address:","USPS suggests the following corrections to your address:"
"Validate shipping addresses during checkout using USPS Address API","Validate shipping addresses during checkout using USPS Address API"
"Variable","Variable"
"Verify Your Address","Verify Your Address"
"Waybill barcode information is missing","Waybill barcode information is missing"
"We can't convert a rate from ""%1-%2"".","We can't convert a rate from ""%1$s-%2$s""."
"Weight Unit","Weight Unit"
"Weight unit is invalid","Weight unit is invalid"
"When enabled, queries USPS Service Standards API to show ""Arrives by [date]"" or ""X-Y business days"" next to each shipping option. May slightly increase checkout load time due to additional API call.","When enabled, queries USPS Service Standards API to show ""Arrives by [date]"" or ""X-Y business days"" next to each shipping option. May slightly increase checkout load time due to additional API call."
"When enabled, shipping addresses are verified against USPS database during checkout. If corrections are suggested, customer sees a confirmation modal. Confirmed corrections are auto-applied to the order.","When enabled, shipping addresses are verified against USPS database during checkout. If corrections are suggested, customer sees a confirmation modal. Confirmed corrections are auto-applied to the order."
"When enabled, shipping labels can be generated from Sales > Orders > Ship. Requires valid USPS business account credentials configured above (CRID, MID, EPS Account Number).","When enabled, shipping labels can be generated from Sales > Orders > Ship. Requires valid USPS business account credentials configured above (CRID, MID, EPS Account Number)."
"Width","Width"
"Width (inches)","Width (inches)"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Wrong Content Type.","Wrong Content Type."
"Wrong Region.","Wrong Region."
"Yes","Yes"
"You Entered","You Entered"
"Your EPS permit/account number for label postage payment. This is different from ""Account Number"" above, which is for negotiated pricing rates. Not needed for rate quotes.","Your EPS permit/account number for label postage payment. This is different from ""Account Number"" above, which is for negotiated pricing rates. Not needed for rate quotes."
"Your Packaging","Your Packaging"
"Your USPS business account number. Only needed when Pricing Options is set to COMMERCIAL to retrieve your negotiated rates. Leave blank for standard EPS rates.","Your USPS business account number. Only needed when Pricing Options is set to COMMERCIAL to retrieve your negotiated rates. Leave blank for standard EPS rates."
"Your USPS Customer Registration ID. Required for creating shipping labels via REST API. Not needed for rate quotes - leave empty if only displaying shipping rates at checkout.","Your USPS Customer Registration ID. Required for creating shipping labels via REST API. Not needed for rate quotes - leave empty if only displaying shipping rates at checkout."
"Zero shipping charge for '%s'","Zero shipping charge for '%s'"
"ZIP Code","ZIP Code"
"ZIP/Postal Code","ZIP/Postal Code"
